ca_yr,yr,x,y_cat,data_type
2014,72,-248223,178000,T
2014,72,-229745,178000,T
2014,72,-226632,178000,T
2015,73,-247539,178000,T
2016,74,-113112,178000,T
2016,74,-182857,178000,T
2015,73,-243640,178000,T
2015,73,-248255,178000,T
2015,73,-254353,178000,T
2015,73,-254482,178000,T
2016,74,-284389,178000,T
2014,72,-291196,178000,T
2016,74,-264657,178000,T
2016,74,-267344,178000,T
2015,73,-265375,178000,T
2014,72,-254712,178000,T
2015,73,-204478,178000,T
2015,73,-146548,178000,T
2015,73,-169055,178000,T
2015,73,-177048,178000,T
2015,73,-176984,178000,T
2014,72,-216899,178000,T
2016,74,-103432,178000,T
2016,74,-116104,178000,T
1982,40,-718610,178000,O
1995,53,-717066,178000,O
1996,54,-642142,178000,O
1957,15,-298479,178000,O
1958,16,-381271,178000,O
1959,17,-272783,178000,O
1960,18,-256047,178000,O
1965,23,-347903,178000,O
1965,23,-271808,178000,O
1966,24,-305662,178000,O
1966,24,-169296,178000,O
1967,25,-290996,178000,O
1968,26,-270883,178000,O
1969,27,-241818,178000,O
1969,27,-268496,178000,O
1970,28,-230509,178000,O
1971,29,-241818,178000,O
1971,29,-230087,178000,O
1972,30,-241756,178000,O
1973,31,-229283,178000,O
1973,31,-326022,178000,O
1973,31,-209853,178000,O
1974,32,-217849,178000,O
1974,32,-255409,178000,O
1974,32,-285092,178000,O
1974,32,-330232,178000,O
1974,32,-230732,178000,O
1975,33,-287870,178000,O
1975,33,-255431,178000,O
1975,33,-256416,178000,O
1976,34,-373737,178000,O
1977,35,-230425,178000,O
1977,35,-220793,178000,O
1977,35,-279891,178000,O
1977,35,-354044,178000,O
1978,36,-297735,178000,O
1978,36,-425767,178000,O
1979,37,-275856,178000,O
1980,38,-237631,178000,O
1980,38,-257029,178000,O
1980,38,-334778,178000,O
1980,38,-225032,178000,O
1980,38,-233711,178000,O
1980,38,-243663,178000,O
1981,39,-328617,178000,O
1981,39,-220583,178000,O
1981,39,-378642,178000,O
1981,39,-255508,178000,O
1981,39,-359317,178000,O
1981,39,-299502,178000,O
1982,40,-330546,178000,O
1982,40,-198854,178000,O
1982,40,-311279,178000,O
1982,40,-167311,178000,O
1982,40,-271548,178000,O
1982,40,-266433,178000,O
1982,40,-247479,178000,O
1982,40,-297799,178000,O
1983,41,-306586,178000,O
1983,41,-240836,178000,O
1983,41,-322500,178000,O
1983,41,-210711,178000,O
1983,41,-190359,178000,O
1983,41,-209238,178000,O
1983,41,-220848,178000,O
1984,42,-243258,178000,O
1984,42,-291942,178000,O
1984,42,-251307,178000,O
1984,42,-242401,178000,O
1984,42,-362873,178000,O
1984,42,-309205,178000,O
1984,42,-360805,178000,O
1984,42,-387201,178000,O
1984,42,-232256,178000,O
1984,42,-345375,178000,O
1984,42,-223933,178000,O
1985,43,-340383,178000,O
1985,43,-250879,178000,O
1985,43,-238367,178000,O
1985,43,-235638,178000,O
1985,43,-220665,178000,O
1985,43,-186175,178000,O
2014,72,-253386,178000,O
1985,43,-231804,178000,O
1985,43,-414710,178000,O
1985,43,-377181,178000,O
1985,43,-341672,178000,O
1986,44,-292814,178000,O
1986,44,-358961,178000,O
1986,44,-312342,178000,O
1986,44,-297468,178000,O
1986,44,-292272,178000,O
1986,44,-293888,178000,O
1986,44,-223787,178000,O
1986,44,-206641,178000,O
1986,44,-219685,178000,O
1986,44,-242776,178000,O
1986,44,-242874,178000,O
1987,45,-226263,178000,O
1987,45,-277875,178000,O
1987,45,-194631,178000,O
1987,45,-283834,178000,O
1987,45,-191894,178000,O
1987,45,-192571,178000,O
1987,45,-192358,178000,O
1987,45,-269364,178000,O
1987,45,-327308,178000,O
1987,45,-399262,178000,O
1987,45,-225111,178000,O
1987,45,-369800,178000,O
1987,45,-278823,178000,O
1987,45,-298961,178000,O
1987,45,-265112,178000,O
1988,46,-235231,178000,O
1988,46,-263115,178000,O
1988,46,-210712,178000,O
1988,46,-199975,178000,O
1988,46,-291766,178000,O
1988,46,-296784,178000,O
1988,46,-290411,178000,O
1988,46,-423706,178000,O
1988,46,-380358,178000,O
1988,46,-359826,178000,O
1988,46,-303138,178000,O
1988,46,-350601,178000,O
1988,46,-303157,178000,O
1988,46,-303828,178000,O
1989,47,-209166,178000,O
1989,47,-258417,178000,O
1989,47,-201030,178000,O
1989,47,-275820,178000,O
1989,47,-217851,178000,O
1989,47,-239348,178000,O
1989,47,-304794,178000,O
1989,47,-249244,178000,O
1989,47,-208739,178000,O
1989,47,-226663,178000,O
1989,47,-202524,178000,O
1989,47,-194371,178000,O
1990,48,-233754,178000,O
1990,48,-175794,178000,O
1990,48,-374982,178000,O
1990,48,-226395,178000,O
1990,48,-209168,178000,O
1990,48,-235124,178000,O
1990,48,-336590,178000,O
1991,49,-351223,178000,O
1991,49,-283123,178000,O
1991,49,-287691,178000,O
1991,49,-241216,178000,O
1991,49,-270455,178000,O
1991,49,-340948,178000,O
1991,49,-263869,178000,O
1991,49,-221289,178000,O
1991,49,-223590,178000,O
1991,49,-352436,178000,O
1992,50,-225729,178000,O
1992,50,-228822,178000,O
1992,50,-280652,178000,O
1992,50,-240151,178000,O
1992,50,-329093,178000,O
1992,50,-372086,178000,O
1992,50,-376284,178000,O
1992,50,-241083,178000,O
1992,50,-345036,178000,O
1992,50,-381854,178000,O
1992,50,-229831,178000,O
1992,50,-418723,178000,O
1992,50,-338726,178000,O
1992,50,-246162,178000,O
1992,50,-244192,178000,O
1992,50,-300086,178000,O
1992,50,-314166,178000,O
1992,50,-257416,178000,O
1993,51,-232705,178000,O
1993,51,-195739,178000,O
1993,51,-246922,178000,O
1993,51,-206552,178000,O
1993,51,-243023,178000,O
1993,51,-310829,178000,O
1993,51,-270722,178000,O
1993,51,-249773,178000,O
1993,51,-246527,178000,O
1993,51,-284748,178000,O
1993,51,-267606,178000,O
1993,51,-297263,178000,O
1994,52,-224707,178000,O
1994,52,-231023,178000,O
1994,52,-250662,178000,O
1994,52,-259910,178000,O
1994,52,-182429,178000,O
1994,52,-222132,178000,O
1994,52,-248271,178000,O
1994,52,-235103,178000,O
1994,52,-208476,178000,O
1994,52,-265113,178000,O
1994,52,-291782,178000,O
1994,52,-252041,178000,O
1994,52,-210265,178000,O
1994,52,-228800,178000,O
1994,52,-182758,178000,O
1994,52,-254159,178000,O
1994,52,-237305,178000,O
2001,59,-240567,178000,O
2001,59,-229615,178000,O
2001,59,-225206,178000,O
2001,59,-230097,178000,O
2001,59,-216355,178000,O
2002,60,-209190,178000,O
2002,60,-250802,178000,O
2002,60,-201549,178000,O
2002,60,-209192,178000,O
2002,60,-230755,178000,O
2002,60,-284122,178000,O
2002,60,-268661,178000,O
2002,60,-246310,178000,O
2002,60,-189319,178000,O
2002,60,-196973,178000,O
2002,60,-174914,178000,O
2003,61,-225481,178000,O
2003,61,-233940,178000,O
2003,61,-255118,178000,O
2003,61,-254718,178000,O
2003,61,-242463,178000,O
2003,61,-265139,178000,O
2003,61,-231822,178000,O
2003,61,-269972,178000,O
2003,61,-314405,178000,O
2003,61,-378240,178000,O
2003,61,-197004,178000,O
2004,62,-186671,178000,O
2004,62,-235664,178000,O
2004,62,-267370,178000,O
2004,62,-269601,178000,O
2004,62,-208651,178000,O
2004,62,-179452,178000,O
2005,63,-178383,178000,O
2005,63,-249807,178000,O
2005,63,-262909,178000,O
1999,57,-181399,178000,O
1999,57,-270148,178000,O
1999,57,-176196,178000,O
1999,57,-241315,178000,O
1999,57,-257256,178000,O
1999,57,-148929,178000,O
1999,57,-315146,178000,O
1999,57,-288612,178000,O
1999,57,-274790,178000,O
2000,58,-192873,178000,O
2000,58,-195075,178000,O
2000,58,-256566,178000,O
2000,58,-350278,178000,O
2000,58,-305325,178000,O
2000,58,-364623,178000,O
2000,58,-273038,178000,O
2000,58,-285093,178000,O
2000,58,-226010,178000,O
2005,63,-302913,178000,O
2005,63,-270007,178000,O
2005,63,-219865,178000,O
2005,63,-275024,178000,O
2006,64,-224372,178000,O
2006,64,-198818,178000,O
2006,64,-277032,178000,O
2006,64,-267305,178000,O
2006,64,-302373,178000,O
2006,64,-152384,178000,O
2006,64,-228798,178000,O
2006,64,-245285,178000,O
2006,64,-247356,178000,O
2006,64,-228798,178000,O
2006,64,-227312,178000,O
2006,64,-211738,178000,O
2014,72,-251889,178000,O
2006,64,-246732,178000,O
2007,65,-178899,178000,O
2007,65,-237798,178000,O
2007,65,-252325,178000,O
2007,65,-221189,178000,O
2007,65,-229548,178000,O
2007,65,-291559,178000,O
2007,65,-220251,178000,O
2007,65,-276977,178000,O
2007,65,-249117,178000,O
2007,65,-238209,178000,O
2007,65,-264744,178000,O
2007,65,-282528,178000,O
2007,65,-336580,178000,O
2007,65,-333435,178000,O
2007,65,-330422,178000,O
1942,0,-297319,178000,O
1943,1,-250218,178000,O
1946,4,-323066,178000,O
1947,5,-367946,178000,O
1950,8,-280581,178000,O
1950,8,-289257,178000,O
1994,52,-294866,178000,O
1994,52,-304789,178000,O
1994,52,-300394,178000,O
1994,52,-258150,178000,O
1994,52,-258150,178000,O
1994,52,-169270,178000,O
1995,53,-379510,178000,O
1995,53,-241041,178000,O
1995,53,-228046,178000,O
1995,53,-255838,178000,O
1995,53,-335837,178000,O
1995,53,-195610,178000,O
1995,53,-278087,178000,O
1995,53,-230491,178000,O
1995,53,-243476,178000,O
1995,53,-251291,178000,O
1996,54,-303591,178000,O
1996,54,-264555,178000,O
1996,54,-246138,178000,O
1996,54,-258577,178000,O
1996,54,-256415,178000,O
1996,54,-285089,178000,O
1996,54,-273397,178000,O
1996,54,-210348,178000,O
1996,54,-206383,178000,O
1996,54,-270412,178000,O
1996,54,-210614,178000,O
1996,54,-247366,178000,O
1996,54,-353776,178000,O
1996,54,-240246,178000,O
1996,54,-190411,178000,O
1996,54,-190829,178000,O
1996,54,-179455,178000,O
1996,54,-212813,178000,O
1996,54,-310397,178000,O
1996,54,-255473,178000,O
1996,54,-265188,178000,O
1996,54,-190314,178000,O
1996,54,-223408,178000,O
1996,54,-228821,178000,O
1996,54,-162950,178000,O
1996,54,-303728,178000,O
1996,54,-245812,178000,O
1997,55,-228883,178000,O
1997,55,-192786,178000,O
1997,55,-227278,178000,O
1997,55,-394977,178000,O
1997,55,-295183,178000,O
1997,55,-226734,178000,O
1997,55,-227937,178000,O
1997,55,-232406,178000,O
1997,55,-235173,178000,O
1997,55,-219567,178000,O
1997,55,-282986,178000,O
1997,55,-229444,178000,O
1997,55,-292690,178000,O
1997,55,-356150,178000,O
1997,55,-303582,178000,O
1997,55,-294333,178000,O
1997,55,-251511,178000,O
1997,55,-377638,178000,O
1997,55,-256550,178000,O
1997,55,-291365,178000,O
1987,45,-364060,178000,O
1998,56,-192810,178000,O
1998,56,-181397,178000,O
1998,56,-197433,178000,O
1998,56,-300582,178000,O
1998,56,-191312,178000,O
1998,56,-192785,178000,O
1998,56,-242627,178000,O
1998,56,-291224,178000,O
1998,56,-303377,178000,O
1998,56,-209419,178000,O
1998,56,-266981,178000,O
1998,56,-228704,178000,O
1998,56,-344554,178000,O
1998,56,-281301,178000,O
1998,56,-204637,178000,O
1998,56,-121699,178000,O
1998,56,-219160,178000,O
1999,57,-222861,178000,O
1999,57,-229593,178000,O
1999,57,-227705,178000,O
1999,57,-208579,178000,O
1999,57,-222067,178000,O
1999,57,-247991,178000,O
1999,57,-266917,178000,O
1999,57,-278238,178000,O
1999,57,-256632,178000,O
2000,58,-229145,178000,O
2000,58,-100654,178000,O
2001,59,-237768,178000,O
2001,59,-230501,178000,O
2001,59,-223198,178000,O
2001,59,-232704,178000,O
2001,59,-418982,178000,O
1997,55,-175117,178000,O
2009,67,-218525,178000,O
2009,67,-277868,178000,O
2009,67,-285925,178000,O
2009,67,-306190,178000,O
2009,67,-195331,178000,O
2009,67,-141173,178000,O
2009,67,-352690,178000,O
1979,37,-756162,178000,O
2007,65,-345764,178000,O
2007,65,-189889,178000,O
2007,65,-307802,178000,O
2007,65,-296953,178000,O
2009,67,-244975,178000,O
2009,67,-244486,178000,O
2009,67,-256505,178000,O
2009,67,-309428,178000,O
2007,65,-199687,178000,O
2008,66,-254427,178000,O
2008,66,-256988,178000,O
2008,66,-281703,178000,O
2007,65,-242260,178000,O
2007,65,-198998,178000,O
2008,66,-277512,178000,O
2008,66,-270500,178000,O
2008,66,-275426,178000,O
2008,66,-286163,178000,O
2008,66,-267313,178000,O
2008,66,-269960,178000,O
2008,66,-292563,178000,O
2009,67,-370802,178000,O
2008,66,-240938,178000,O
2008,66,-295752,178000,O
2008,66,-228677,178000,O
2008,66,-222069,178000,O
2008,66,-246922,178000,O
2008,66,-267137,178000,O
2008,66,-222781,178000,O
2008,66,-268351,178000,O
2008,66,-190637,178000,O
2008,66,-286567,178000,O
2008,66,-229074,178000,O
2008,66,-268158,178000,O
2009,67,-257976,178000,O
2009,67,-309217,178000,O
2009,67,-212552,178000,O
2009,67,-296020,178000,O
2009,67,-380229,178000,O
2009,67,-378602,178000,O
2009,67,-391809,178000,O
2008,66,-186170,178000,O
2009,67,-235113,178000,O
2009,67,-200790,178000,O
2008,66,-265848,178000,O
2009,67,-302329,178000,O
2009,67,-312551,178000,O
2009,67,-296512,178000,O
2009,67,-280857,178000,O
2009,67,-284775,178000,O
2009,67,-244514,178000,O
2009,67,-120275,178000,O
2009,67,-239477,178000,O
2009,67,-202564,178000,O
2009,67,-199828,178000,O
2009,67,-210697,178000,O
2009,67,-209434,178000,O
1998,56,631900,178000,O
1999,57,2949,178000,O
1999,57,55914,178000,O
2010,68,-185859,178000,O
2010,68,-242235,178000,O
2010,68,-201326,178000,O
2010,68,-218910,178000,O
2010,68,-279019,178000,O
2010,68,-354980,178000,O
2010,68,-267055,178000,O
2010,68,-233376,178000,O
2010,68,-280172,178000,O
2010,68,-294829,178000,O
2010,68,-254466,178000,O
2010,68,-323670,178000,O
2010,68,-324247,178000,O
2010,68,-302815,178000,O
2010,68,-257016,178000,O
2010,68,-157414,178000,O
2010,68,-268252,178000,O
2010,68,-257037,178000,O
2010,68,-271409,178000,O
2011,69,-191912,178000,O
2011,69,-278285,178000,O
2010,68,-597141,178000,O
2010,68,-200939,178000,O
2010,68,-203041,178000,O
2010,68,-178370,178000,O
2010,68,-249231,178000,O
2011,69,-274765,178000,O
2011,69,-225429,178000,O
2011,69,-223355,178000,O
2011,69,-198839,178000,O
2011,69,-369248,178000,O
2011,69,-195942,178000,O
2011,69,-229975,178000,O
2011,69,-210547,178000,O
2012,70,-289464,178000,O
2011,69,-221915,178000,O
2011,69,-382597,178000,O
2011,69,-363487,178000,O
2011,69,-244084,178000,O
2011,69,-273944,178000,O
2011,69,-231296,178000,O
2011,69,-306244,178000,O
2011,69,-190099,178000,O
2011,69,-242030,178000,O
2011,69,-268439,178000,O
2011,69,-193806,178000,O
2011,69,-246782,178000,O
2011,69,-252744,178000,O
2011,69,-177106,178000,O
2012,70,-258806,178000,O
2011,69,-275863,178000,O
2012,70,-228646,178000,O
2012,70,-191398,178000,O
2012,70,-304640,178000,O
2012,70,-290543,178000,O
2012,70,-285432,178000,O
2012,70,-285482,178000,O
2012,70,-228999,178000,O
2012,70,-195735,178000,O
2012,70,-167664,178000,O
2012,70,-246007,178000,O
2012,70,-246009,178000,O
2012,70,-331686,178000,O
2012,70,-712516,178000,O
2012,70,-285269,178000,O
2012,70,-227991,178000,O
2012,70,-228473,178000,O
2012,70,-222859,178000,O
2012,70,-199412,178000,O
2012,70,-196165,178000,O
2012,70,-254967,178000,O
2014,72,-271412,178000,O
2014,72,-206910,178000,O
2012,70,-229331,178000,O
2012,70,-176658,178000,O
2012,70,-128970,178000,O
2012,70,-234497,178000,O
2012,70,-274734,178000,O
2012,70,-190565,178000,O
2012,70,-189911,178000,O
2013,71,-233096,178000,O
2013,71,-195406,178000,O
2013,71,-207089,178000,O
2013,71,-285633,178000,O
2013,71,-194412,178000,O
2013,71,-254116,178000,O
2013,71,-228284,178000,O
2013,71,-204545,178000,O
2013,71,-183476,178000,O
2013,71,-268179,178000,O
2013,71,-244686,178000,O
2013,71,-222678,178000,O
2013,71,-208548,178000,O
2013,71,-199166,178000,O
2013,71,-345060,178000,O
2013,71,-276646,178000,O
2013,71,-208338,178000,O
2013,71,-124999,178000,O
2013,71,-283784,178000,O
2013,71,-246050,178000,O
2013,71,-254208,178000,O
2013,71,-207245,178000,O
2013,71,-223269,178000,O
2013,71,-255240,178000,O
2013,71,-207306,178000,O
2013,71,-241150,178000,O
2013,71,-256667,178000,O
2013,71,-273598,178000,O
2013,71,-227024,178000,O
2013,71,-305993,178000,O
2013,71,-383680,178000,O
2013,71,-337683,178000,O
2013,71,-202641,178000,O
2013,71,-195123,178000,O
2013,71,-246406,178000,O
2013,71,-232962,178000,O
2013,71,-202683,178000,O
2013,71,-199809,178000,O
2014,72,-180696,178000,O
2014,72,-205033,178000,O
2014,72,-195101,178000,O
2014,72,-207382,178000,O
2014,72,-210315,178000,O
2014,72,-230007,178000,O
2014,72,-181519,178000,O
2014,72,-200212,178000,O
2014,72,-232920,178000,O
2014,72,-286173,178000,O
2014,72,-232857,178000,O
2014,72,-239399,178000,O
2014,72,-194302,178000,O
2014,72,-255051,178000,O
2014,72,-227815,178000,O
2014,72,-228055,178000,O
2014,72,-230642,178000,O
2014,72,-214412,178000,O
2014,72,-232058,178000,O
2014,72,-270774,178000,O
2014,72,-237657,178000,O
2014,72,-406022,178000,O
2012,70,-199400,178000,O
2014,72,-231422,178000,O
2014,72,-230693,178000,O
2014,72,-197820,178000,O
1964,22,-474334,178000,O
1976,34,-412197,178000,O
1979,37,-534141,178000,O
1985,43,-405634,178000,O
1985,43,-477829,178000,O
1987,45,-582085,178000,O
1987,45,-589709,178000,O
1989,47,-479853,178000,O
1989,47,-479746,178000,O
1989,47,-501606,178000,O
1990,48,-469007,178000,O
1993,51,-143017,178000,O
2002,60,-146248,178000,O
1999,57,-609945,178000,O
2006,64,-143696,178000,O
1946,4,-482059,178000,O
1949,7,-479567,178000,O
2008,66,-10122,178000,O
2010,68,-45222,178000,O
2010,68,-159926,178000,O
2010,68,-140594,178000,O
2010,68,-73894,178000,O
2011,69,-138389,178000,O
2012,70,-158401,178000,O
2012,70,-158750,178000,O
2013,71,-570345,178000,O
2013,71,-445380,178000,O
2014,72,-136618,178000,O
2015,73,-196210,178000,O
2015,73,-242651,178000,O
2015,73,-207476,178000,O
2015,73,-222965,178000,O
2015,73,-193871,178000,O
2015,73,-201094,178000,O
2015,73,-227665,178000,O
2015,73,-258085,178000,O
2015,73,-411418,178000,O
2015,73,-314164,178000,O
2015,73,-194500,178000,O
2015,73,-233000,178000,O
2015,73,-210479,178000,O
2015,73,-200194,178000,O
2015,73,-70901,178000,O
2015,73,-168680,178000,O
2015,73,-169033,178000,O
2015,73,-174023,178000,O
2015,73,-128998,178000,O
2015,73,-171877,178000,O
2015,73,-157556,178000,O
2015,73,-202355,178000,O
2015,73,-306754,178000,O
2015,73,-174845,178000,O
2015,73,-208304,178000,O
2016,74,-208922,178000,O
2016,74,-191690,178000,O
2016,74,-234184,178000,O
2016,74,-207405,178000,O
2016,74,-115936,178000,O
2016,74,-209664,178000,O
2016,74,-254836,178000,O
2016,74,-258856,178000,O
2016,74,-170498,178000,O
2016,74,-192631,178000,O
2016,74,-264891,178000,O
2016,74,-286361,178000,O
2016,74,-232116,178000,O
2016,74,-117753,178000,O
2016,74,-209948,178000,O
2016,74,-232118,178000,O
2016,74,-232118,178000,O
2016,74,-224400,178000,O
2016,74,-276140,178000,O
2016,74,-192430,178000,O
2016,74,-211339,178000,O
2016,74,-165266,178000,O
2010,68,-332521,478000,T
2010,68,-258856,478000,T
2011,69,-286639,478000,T
2011,69,-267785,478000,T
2012,70,-229898,478000,T
2012,70,-210943,478000,T
2012,70,-210627,478000,T
2012,70,-221138,478000,T
2010,68,-226040,478000,T
2011,69,-182989,478000,T
2012,70,-207101,478000,T
2013,71,-235395,478000,T
2010,68,-302046,478000,T
2010,68,-264005,478000,T
2011,69,-215280,478000,T
2011,69,-225554,478000,T
2011,69,-280746,478000,T
2011,69,-287781,478000,T
2013,71,-252371,478000,T
2013,71,-239466,478000,T
2013,71,-306677,478000,T
2010,68,-289146,478000,T
2010,68,-277708,478000,T
2011,69,-183062,478000,T
2011,69,-206832,478000,T
2012,70,-218882,478000,T
2011,69,-186703,478000,T
2011,69,-202883,478000,T
2012,70,-355188,478000,T
2013,71,-311593,478000,T
2013,71,-298760,478000,T
2013,71,-340063,478000,T
2013,71,-397024,478000,T
2010,68,-246716,478000,T
2010,68,-220349,478000,T
2010,68,-209469,478000,T
2012,70,-246009,478000,T
2013,71,-277036,478000,T
2013,71,-236242,478000,T
2013,71,-225038,478000,T
2011,69,-164879,478000,T
2011,69,-177976,478000,T
2011,69,-200268,478000,T
2011,69,-218844,478000,T
2012,70,-148419,478000,T
2012,70,-198161,478000,T
2013,71,-143636,478000,T
2013,71,-154593,478000,T
2013,71,-188974,478000,T
